"","neighborhood","ofns_desc","count"
"1732","Ozone Park/Woodhaven","PETIT LARCENY OF MOTOR VEHICLE",25
"1733","Ozone Park/Woodhaven","POSSESSION OF STOLEN PROPERTY",77
"1734","Ozone Park/Woodhaven","PROSTITUTION & RELATED OFFENSES",2
"1735","Ozone Park/Woodhaven","RAPE",115
"1736","Ozone Park/Woodhaven","ROBBERY",813
"1737","Ozone Park/Woodhaven","SEX CRIMES",535
"1738","Ozone Park/Woodhaven","THEFT-FRAUD",240
"1739","Ozone Park/Woodhaven","UNAUTHORIZED USE OF A VEHICLE",166
"1740","Ozone Park/Woodhaven","VEHICLE AND TRAFFIC LAWS",651
"1741","Park Slope/Carroll Gardens","(null)",1
"1742","Park Slope/Carroll Gardens","ADMINISTRATIVE CODE",44
"1743","Park Slope/Carroll Gardens","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",19
"1744","Park Slope/Carroll Gardens","ALCOHOLIC BEVERAGE CONTROL LAW",6
"1745","Park Slope/Carroll Gardens","ARSON",49
"1746","Park Slope/Carroll Gardens","ASSAULT 3 & RELATED OFFENSES",3143
"1747","Park Slope/Carroll Gardens","BURGLAR'S TOOLS",58
"1748","Park Slope/Carroll Gardens","BURGLARY",1253
"1749","Park Slope/Carroll Gardens","CRIMINAL MISCHIEF & RELATED OF",3379
"1750","Park Slope/Carroll Gardens","CRIMINAL TRESPASS",293
"1751","Park Slope/Carroll Gardens","DANGEROUS DRUGS",1125
"1752","Park Slope/Carroll Gardens","DANGEROUS WEAPONS",446
"1753","Park Slope/Carroll Gardens","DISORDERLY CONDUCT",3
"1754","Park Slope/Carroll Gardens","ENDAN WELFARE INCOMP",5
"1755","Park Slope/Carroll Gardens","ESCAPE 3",1
"1756","Park Slope/Carroll Gardens","FELONY ASSAULT",1170
"1757","Park Slope/Carroll Gardens","FELONY SEX CRIMES",1
"1758","Park Slope/Carroll Gardens","FORGERY",429
"1759","Park Slope/Carroll Gardens","FRAUDS",98
"1760","Park Slope/Carroll Gardens","FRAUDULENT ACCOSTING",1
"1761","Park Slope/Carroll Gardens","GAMBLING",9
"1762","Park Slope/Carroll Gardens","GRAND LARCENY",4070
"1763","Park Slope/Carroll Gardens","GRAND LARCENY OF MOTOR VEHICLE",685
"1764","Park Slope/Carroll Gardens","HARRASSMENT 2",5002
"1765","Park Slope/Carroll Gardens","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"1766","Park Slope/Carroll Gardens","HOMICIDE-NEGLIGENT-VEHICLE",2
"1767","Park Slope/Carroll Gardens","INTOXICATED & IMPAIRED DRIVING",528
"1768","Park Slope/Carroll Gardens","INTOXICATED/IMPAIRED DRIVING",1
"1769","Park Slope/Carroll Gardens","KIDNAPPING & RELATED OFFENSES",8
"1770","Park Slope/Carroll Gardens","MISCELLANEOUS PENAL LAW",1087
"1771","Park Slope/Carroll Gardens","MURDER & NON-NEGL. MANSLAUGHTER",21
"1772","Park Slope/Carroll Gardens","NYS LAWS-UNCLASSIFIED FELONY",38
"1773","Park Slope/Carroll Gardens","NYS LAWS-UNCLASSIFIED VIOLATION",2
"1774","Park Slope/Carroll Gardens","OFF. AGNST PUB ORD SENSBLTY &",1520
"1775","Park Slope/Carroll Gardens","OFFENSES AGAINST PUBLIC ADMINI",326
"1776","Park Slope/Carroll Gardens","OFFENSES AGAINST PUBLIC SAFETY",6
"1777","Park Slope/Carroll Gardens","OFFENSES AGAINST THE PERSON",50
"1778","Park Slope/Carroll Gardens","OFFENSES INVOLVING FRAUD",81
"1779","Park Slope/Carroll Gardens","OFFENSES RELATED TO CHILDREN",2
"1780","Park Slope/Carroll Gardens","OTHER OFFENSES RELATED TO THEF",109
"1781","Park Slope/Carroll Gardens","OTHER STATE LAWS",2
"1782","Park Slope/Carroll Gardens","OTHER STATE LAWS (NON PENAL LA",21
"1783","Park Slope/Carroll Gardens","PETIT LARCENY",9292
"1784","Park Slope/Carroll Gardens","PETIT LARCENY OF MOTOR VEHICLE",13
"1785","Park Slope/Carroll Gardens","POSSESSION OF STOLEN PROPERTY",117
"1786","Park Slope/Carroll Gardens","PROSTITUTION & RELATED OFFENSES",1
"1787","Park Slope/Carroll Gardens","RAPE",86
"1788","Park Slope/Carroll Gardens","ROBBERY",868
"1789","Park Slope/Carroll Gardens","SEX CRIMES",445
"1790","Park Slope/Carroll Gardens","THEFT-FRAUD",351
"1791","Park Slope/Carroll Gardens","UNAUTHORIZED USE OF A VEHICLE",131
"1792","Park Slope/Carroll Gardens","UNLAWFUL POSS. WEAP. ON SCHOOL",2
"1793","Park Slope/Carroll Gardens","VEHICLE AND TRAFFIC LAWS",590
"1794","Pelham Parkway","ADMINISTRATIVE CODE",124
"1795","Pelham Parkway","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",6
"1796","Pelham Parkway","ALCOHOLIC BEVERAGE CONTROL LAW",35
"1797","Pelham Parkway","ARSON",61
"1798","Pelham Parkway","ASSAULT 3 & RELATED OFFENSES",3979
"1799","Pelham Parkway","BURGLAR'S TOOLS",10
"1800","Pelham Parkway","BURGLARY",942
"1801","Pelham Parkway","CANNABIS RELATED OFFENSES",2
"1802","Pelham Parkway","CHILD ABANDONMENT/NON SUPPORT",1
"1803","Pelham Parkway","CRIMINAL MISCHIEF & RELATED OF",4041
"1804","Pelham Parkway","CRIMINAL TRESPASS",148
"1805","Pelham Parkway","DANGEROUS DRUGS",952
"1806","Pelham Parkway","DANGEROUS WEAPONS",583
"1807","Pelham Parkway","DISORDERLY CONDUCT",2
"1808","Pelham Parkway","ENDAN WELFARE INCOMP",5
"1809","Pelham Parkway","ESCAPE 3",2
"1810","Pelham Parkway","FELONY ASSAULT",1766
"1811","Pelham Parkway","FORGERY",225
"1812","Pelham Parkway","FRAUDS",107
"1813","Pelham Parkway","GAMBLING",5
"1814","Pelham Parkway","GRAND LARCENY",2774
"1815","Pelham Parkway","GRAND LARCENY OF MOTOR VEHICLE",1123
"1816","Pelham Parkway","HARRASSMENT 2",6238
"1817","Pelham Parkway","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"1818","Pelham Parkway","HOMICIDE-NEGLIGENT-VEHICLE",1
"1819","Pelham Parkway","INTOXICATED & IMPAIRED DRIVING",256
"1820","Pelham Parkway","INTOXICATED/IMPAIRED DRIVING",1
"1821","Pelham Parkway","KIDNAPPING & RELATED OFFENSES",8
"1822","Pelham Parkway","MISCELLANEOUS PENAL LAW",1144
"1823","Pelham Parkway","MURDER & NON-NEGL. MANSLAUGHTER",26
"1824","Pelham Parkway","NYS LAWS-UNCLASSIFIED FELONY",84
"1825","Pelham Parkway","NYS LAWS-UNCLASSIFIED VIOLATION",1
"1826","Pelham Parkway","OFF. AGNST PUB ORD SENSBLTY &",1521
"1827","Pelham Parkway","OFFENSES AGAINST PUBLIC ADMINI",415
"1828","Pelham Parkway","OFFENSES AGAINST PUBLIC SAFETY",5
"1829","Pelham Parkway","OFFENSES AGAINST THE PERSON",112
"1830","Pelham Parkway","OFFENSES INVOLVING FRAUD",146
"1831","Pelham Parkway","OFFENSES RELATED TO CHILDREN",9
"1832","Pelham Parkway","OTHER OFFENSES RELATED TO THEF",68
"1833","Pelham Parkway","OTHER STATE LAWS (NON PENAL LA",68
"1834","Pelham Parkway","PETIT LARCENY",6503
"1835","Pelham Parkway","PETIT LARCENY OF MOTOR VEHICLE",3
"1836","Pelham Parkway","POSSESSION OF STOLEN PROPERTY",114
"1837","Pelham Parkway","PROSTITUTION & RELATED OFFENSES",3
"1838","Pelham Parkway","RAPE",104
"1839","Pelham Parkway","ROBBERY",1265
"1840","Pelham Parkway","SEX CRIMES",446
"1841","Pelham Parkway","THEFT OF SERVICES",1
"1842","Pelham Parkway","THEFT-FRAUD",126
"1843","Pelham Parkway","UNAUTHORIZED USE OF A VEHICLE",177
"1844","Pelham Parkway","VEHICLE AND TRAFFIC LAWS",1896
"1845","Queens Village","(null)",2
"1846","Queens Village","ADMINISTRATIVE CODE",205
"1847","Queens Village","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",27
"1848","Queens Village","ALCOHOLIC BEVERAGE CONTROL LAW",4
"1849","Queens Village","ARSON",58
"1850","Queens Village","ASSAULT 3 & RELATED OFFENSES",4833
"1851","Queens Village","BURGLAR'S TOOLS",7
"1852","Queens Village","BURGLARY",1338
"1853","Queens Village","CANNABIS RELATED OFFENSES",2
"1854","Queens Village","CHILD ABANDONMENT/NON SUPPORT",3
"1855","Queens Village","CRIMINAL MISCHIEF & RELATED OF",4961
"1856","Queens Village","CRIMINAL TRESPASS",240
"1857","Queens Village","DANGEROUS DRUGS",212
"1858","Queens Village","DANGEROUS WEAPONS",488
"1859","Queens Village","DISORDERLY CONDUCT",3
"1860","Queens Village","ENDAN WELFARE INCOMP",7
"1861","Queens Village","ESCAPE 3",1
"1862","Queens Village","FELONY ASSAULT",2407
"1863","Queens Village","FORGERY",374
"1864","Queens Village","FRAUDS",249
"1865","Queens Village","GAMBLING",3
"1866","Queens Village","GRAND LARCENY",3473
"1867","Queens Village","GRAND LARCENY OF MOTOR VEHICLE",1242
"1868","Queens Village","HARRASSMENT 2",8765
"1869","Queens Village","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"1870","Queens Village","INTOXICATED & IMPAIRED DRIVING",254
"1871","Queens Village","KIDNAPPING & RELATED OFFENSES",15
"1872","Queens Village","MISCELLANEOUS PENAL LAW",2029
"1873","Queens Village","MURDER & NON-NEGL. MANSLAUGHTER",34
"1874","Queens Village","NYS LAWS-UNCLASSIFIED FELONY",31
"1875","Queens Village","OFF. AGNST PUB ORD SENSBLTY &",1992
"1876","Queens Village","OFFENSES AGAINST PUBLIC ADMINI",349
"1877","Queens Village","OFFENSES AGAINST PUBLIC SAFETY",5
"1878","Queens Village","OFFENSES AGAINST THE PERSON",64
"1879","Queens Village","OFFENSES INVOLVING FRAUD",187
"1880","Queens Village","OFFENSES RELATED TO CHILDREN",11
"1881","Queens Village","OTHER OFFENSES RELATED TO THEF",58
"1882","Queens Village","OTHER STATE LAWS",2
"1883","Queens Village","OTHER STATE LAWS (NON PENAL LA",40
"1884","Queens Village","PETIT LARCENY",6330
"1885","Queens Village","PETIT LARCENY OF MOTOR VEHICLE",6
"1886","Queens Village","POSSESSION OF STOLEN PROPERTY",171
"1887","Queens Village","PROSTITUTION & RELATED OFFENSES",4
"1888","Queens Village","RAPE",141
"1889","Queens Village","ROBBERY",1096
"1890","Queens Village","SEX CRIMES",517
"1891","Queens Village","THEFT-FRAUD",432
"1892","Queens Village","UNAUTHORIZED USE OF A VEHICLE",314
"1893","Queens Village","UNLAWFUL POSS. WEAP. ON SCHOOL",1
"1894","Queens Village","VEHICLE AND TRAFFIC LAWS",1137
"1895","Rego Park/Forest Hills","ADMINISTRATIVE CODE",19
"1896","Rego Park/Forest Hills","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",6
"1897","Rego Park/Forest Hills","ARSON",11
"1898","Rego Park/Forest Hills","ASSAULT 3 & RELATED OFFENSES",1345
"1899","Rego Park/Forest Hills","BURGLAR'S TOOLS",7
"1900","Rego Park/Forest Hills","BURGLARY",557
"1901","Rego Park/Forest Hills","CANNABIS RELATED OFFENSES",1
"1902","Rego Park/Forest Hills","CRIMINAL MISCHIEF & RELATED OF",2470
"1903","Rego Park/Forest Hills","CRIMINAL TRESPASS",80
"1904","Rego Park/Forest Hills","DANGEROUS DRUGS",94
"1905","Rego Park/Forest Hills","DANGEROUS WEAPONS",69
"1906","Rego Park/Forest Hills","ESCAPE 3",1
"1907","Rego Park/Forest Hills","FELONY ASSAULT",388
"1908","Rego Park/Forest Hills","FORGERY",175
"1909","Rego Park/Forest Hills","FRAUDS",140
"1910","Rego Park/Forest Hills","GRAND LARCENY",2272
"1911","Rego Park/Forest Hills","GRAND LARCENY OF MOTOR VEHICLE",359
"1912","Rego Park/Forest Hills","HARRASSMENT 2",2738
"1913","Rego Park/Forest Hills","INTOXICATED & IMPAIRED DRIVING",350
"1914","Rego Park/Forest Hills","KIDNAPPING",1
"1915","Rego Park/Forest Hills","MISCELLANEOUS PENAL LAW",332
"1916","Rego Park/Forest Hills","MURDER & NON-NEGL. MANSLAUGHTER",2
"1917","Rego Park/Forest Hills","NYS LAWS-UNCLASSIFIED FELONY",21
"1918","Rego Park/Forest Hills","OFF. AGNST PUB ORD SENSBLTY &",450
"1919","Rego Park/Forest Hills","OFFENSES AGAINST PUBLIC ADMINI",241
"1920","Rego Park/Forest Hills","OFFENSES AGAINST PUBLIC SAFETY",2
"1921","Rego Park/Forest Hills","OFFENSES AGAINST THE PERSON",29
"1922","Rego Park/Forest Hills","OFFENSES INVOLVING FRAUD",33
"1923","Rego Park/Forest Hills","OTHER OFFENSES RELATED TO THEF",34
"1924","Rego Park/Forest Hills","OTHER STATE LAWS (NON PENAL LA",7
"1925","Rego Park/Forest Hills","PETIT LARCENY",7167
"1926","Rego Park/Forest Hills","PETIT LARCENY OF MOTOR VEHICLE",16
"1927","Rego Park/Forest Hills","POSSESSION OF STOLEN PROPERTY",39
"1928","Rego Park/Forest Hills","PROSTITUTION & RELATED OFFENSES",1
"1929","Rego Park/Forest Hills","RAPE",68
"1930","Rego Park/Forest Hills","ROBBERY",326
"1931","Rego Park/Forest Hills","SEX CRIMES",277
"1932","Rego Park/Forest Hills","THEFT-FRAUD",299
"1933","Rego Park/Forest Hills","UNAUTHORIZED USE OF A VEHICLE",84
"1934","Rego Park/Forest Hills","VEHICLE AND TRAFFIC LAWS",526
"1935","Riverdale/Kingsbridge","(null)",1
"1936","Riverdale/Kingsbridge","ADMINISTRATIVE CODE",69
"1937","Riverdale/Kingsbridge","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",9
"1938","Riverdale/Kingsbridge","ANTICIPATORY OFFENSES",1
"1939","Riverdale/Kingsbridge","ARSON",36
"1940","Riverdale/Kingsbridge","ASSAULT 3 & RELATED OFFENSES",2448
"1941","Riverdale/Kingsbridge","BURGLAR'S TOOLS",6
"1942","Riverdale/Kingsbridge","BURGLARY",699
"1943","Riverdale/Kingsbridge","CANNABIS RELATED OFFENSES",2
"1944","Riverdale/Kingsbridge","CRIMINAL MISCHIEF & RELATED OF",2892
"1945","Riverdale/Kingsbridge","CRIMINAL TRESPASS",92
"1946","Riverdale/Kingsbridge","DANGEROUS DRUGS",463
"1947","Riverdale/Kingsbridge","DANGEROUS WEAPONS",177
"1948","Riverdale/Kingsbridge","DISORDERLY CONDUCT",2
"1949","Riverdale/Kingsbridge","ENDAN WELFARE INCOMP",4
"1950","Riverdale/Kingsbridge","FELONY ASSAULT",968
"1951","Riverdale/Kingsbridge","FORGERY",116
"1952","Riverdale/Kingsbridge","FRAUDS",168
"1953","Riverdale/Kingsbridge","GAMBLING",1
"1954","Riverdale/Kingsbridge","GRAND LARCENY",3124
"1955","Riverdale/Kingsbridge","GRAND LARCENY OF MOTOR VEHICLE",858
"1956","Riverdale/Kingsbridge","HARRASSMENT 2",4296
"1957","Riverdale/Kingsbridge","INTOXICATED & IMPAIRED DRIVING",130
"1958","Riverdale/Kingsbridge","JOSTLING",1
"1959","Riverdale/Kingsbridge","KIDNAPPING",2
"1960","Riverdale/Kingsbridge","KIDNAPPING & RELATED OFFENSES",7
"1961","Riverdale/Kingsbridge","MISCELLANEOUS PENAL LAW",322
"1962","Riverdale/Kingsbridge","MURDER & NON-NEGL. MANSLAUGHTER",12
"1963","Riverdale/Kingsbridge","NYS LAWS-UNCLASSIFIED FELONY",16
"1964","Riverdale/Kingsbridge","OFF. AGNST PUB ORD SENSBLTY &",1590
"1965","Riverdale/Kingsbridge","OFFENSES AGAINST PUBLIC ADMINI",437
"1966","Riverdale/Kingsbridge","OFFENSES AGAINST PUBLIC SAFETY",4
"1967","Riverdale/Kingsbridge","OFFENSES AGAINST THE PERSON",53
"1968","Riverdale/Kingsbridge","OFFENSES INVOLVING FRAUD",86
"1969","Riverdale/Kingsbridge","OFFENSES RELATED TO CHILDREN",2
"1970","Riverdale/Kingsbridge","OTHER OFFENSES RELATED TO THEF",61
"1971","Riverdale/Kingsbridge","OTHER STATE LAWS (NON PENAL LA",28
"1972","Riverdale/Kingsbridge","OTHER STATE LAWS (NON PENAL LAW)",1
"1973","Riverdale/Kingsbridge","PETIT LARCENY",5788
"1974","Riverdale/Kingsbridge","PETIT LARCENY OF MOTOR VEHICLE",6
"1975","Riverdale/Kingsbridge","POSSESSION OF STOLEN PROPERTY",52
"1976","Riverdale/Kingsbridge","RAPE",81
"1977","Riverdale/Kingsbridge","ROBBERY",701
"1978","Riverdale/Kingsbridge","SEX CRIMES",228
"1979","Riverdale/Kingsbridge","THEFT-FRAUD",256
"1980","Riverdale/Kingsbridge","UNAUTHORIZED USE OF A VEHICLE",107
"1981","Riverdale/Kingsbridge","VEHICLE AND TRAFFIC LAWS",433
"1982","Rockaways","(null)",1
"1983","Rockaways","ADMINISTRATIVE CODE",99
"1984","Rockaways","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",29
"1985","Rockaways","ALCOHOLIC BEVERAGE CONTROL LAW",5
"1986","Rockaways","ANTICIPATORY OFFENSES",1
"1987","Rockaways","ARSON",83
"1988","Rockaways","ASSAULT 3 & RELATED OFFENSES",5312
"1989","Rockaways","BURGLAR'S TOOLS",4
"1990","Rockaways","BURGLARY",862
"1991","Rockaways","CANNABIS RELATED OFFENSES",2
"1992","Rockaways","CHILD ABANDONMENT/NON SUPPORT",1
"1993","Rockaways","CRIMINAL MISCHIEF & RELATED OF",4824
"1994","Rockaways","CRIMINAL TRESPASS",284
"1995","Rockaways","DANGEROUS DRUGS",620
"1996","Rockaways","DANGEROUS WEAPONS",850
"1997","Rockaways","DISORDERLY CONDUCT",2
"1998","Rockaways","ENDAN WELFARE INCOMP",3
"1999","Rockaways","FELONY ASSAULT",2585
"2000","Rockaways","FELONY SEX CRIMES",2
"2001","Rockaways","FORGERY",251
"2002","Rockaways","FRAUDS",195
"2003","Rockaways","FRAUDULENT ACCOSTING",1
"2004","Rockaways","GAMBLING",1
"2005","Rockaways","GRAND LARCENY",2125
"2006","Rockaways","GRAND LARCENY OF MOTOR VEHICLE",443
"2007","Rockaways","HARRASSMENT 2",8266
"2008","Rockaways","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"2009","Rockaways","HOMICIDE-NEGLIGENT-VEHICLE",1
"2010","Rockaways","INTOXICATED & IMPAIRED DRIVING",244
"2011","Rockaways","KIDNAPPING & RELATED OFFENSES",15
"2012","Rockaways","MISCELLANEOUS PENAL LAW",3228
"2013","Rockaways","MURDER & NON-NEGL. MANSLAUGHTER",39
"2014","Rockaways","NYS LAWS-UNCLASSIFIED FELONY",41
"2015","Rockaways","NYS LAWS-UNCLASSIFIED VIOLATION",3
"2016","Rockaways","OFF. AGNST PUB ORD SENSBLTY &",1698
"2017","Rockaways","OFFENSES AGAINST PUBLIC ADMINI",344
"2018","Rockaways","OFFENSES AGAINST PUBLIC SAFETY",1
"2019","Rockaways","OFFENSES AGAINST THE PERSON",75
"2020","Rockaways","OFFENSES INVOLVING FRAUD",43
"2021","Rockaways","OTHER OFFENSES RELATED TO THEF",91
"2022","Rockaways","OTHER STATE LAWS",1
"2023","Rockaways","OTHER STATE LAWS (NON PENAL LA",26
"2024","Rockaways","PETIT LARCENY",6326
"2025","Rockaways","PETIT LARCENY OF MOTOR VEHICLE",2
"2026","Rockaways","POSSESSION OF STOLEN PROPERTY",134
"2027","Rockaways","PROSTITUTION & RELATED OFFENSES",1
"2028","Rockaways","RAPE",169
"2029","Rockaways","ROBBERY",950
"2030","Rockaways","SEX CRIMES",653
"2031","Rockaways","THEFT-FRAUD",306
"2032","Rockaways","UNAUTHORIZED USE OF A VEHICLE",225
"2033","Rockaways","VEHICLE AND TRAFFIC LAWS",385
"2034","Sheepshead Bay/Gravesend","(null)",1
"2035","Sheepshead Bay/Gravesend","ADMINISTRATIVE CODE",58
"2036","Sheepshead Bay/Gravesend","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",3
"2037","Sheepshead Bay/Gravesend","ARSON",51
"2038","Sheepshead Bay/Gravesend","ASSAULT 3 & RELATED OFFENSES",2978
"2039","Sheepshead Bay/Gravesend","BURGLAR'S TOOLS",32
"2040","Sheepshead Bay/Gravesend","BURGLARY",1151
"2041","Sheepshead Bay/Gravesend","CHILD ABANDONMENT/NON SUPPORT",2
"2042","Sheepshead Bay/Gravesend","CRIMINAL MISCHIEF & RELATED OF",3334
"2043","Sheepshead Bay/Gravesend","CRIMINAL TRESPASS",216
"2044","Sheepshead Bay/Gravesend","DANGEROUS DRUGS",686
"2045","Sheepshead Bay/Gravesend","DANGEROUS WEAPONS",249
"2046","Sheepshead Bay/Gravesend","DISORDERLY CONDUCT",2
"2047","Sheepshead Bay/Gravesend","ENDAN WELFARE INCOMP",3
"2048","Sheepshead Bay/Gravesend","FELONY ASSAULT",1263
"2049","Sheepshead Bay/Gravesend","FORGERY",281
"2050","Sheepshead Bay/Gravesend","FRAUDS",175
"2051","Sheepshead Bay/Gravesend","FRAUDULENT ACCOSTING",2
"2052","Sheepshead Bay/Gravesend","GAMBLING",1
"2053","Sheepshead Bay/Gravesend","GRAND LARCENY",3381
"2054","Sheepshead Bay/Gravesend","GRAND LARCENY OF MOTOR VEHICLE",654
"2055","Sheepshead Bay/Gravesend","HARRASSMENT 2",3957
"2056","Sheepshead Bay/Gravesend","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"2057","Sheepshead Bay/Gravesend","INTOXICATED & IMPAIRED DRIVING",361
"2058","Sheepshead Bay/Gravesend","KIDNAPPING & RELATED OFFENSES",8
"2059","Sheepshead Bay/Gravesend","MISCELLANEOUS PENAL LAW",1150
"2060","Sheepshead Bay/Gravesend","MURDER & NON-NEGL. MANSLAUGHTER",12
"2061","Sheepshead Bay/Gravesend","NYS LAWS-UNCLASSIFIED FELONY",25
"2062","Sheepshead Bay/Gravesend","OFF. AGNST PUB ORD SENSBLTY &",1365
"2063","Sheepshead Bay/Gravesend","OFFENSES AGAINST PUBLIC ADMINI",310
"2064","Sheepshead Bay/Gravesend","OFFENSES AGAINST PUBLIC SAFETY",5
"2065","Sheepshead Bay/Gravesend","OFFENSES AGAINST THE PERSON",58
"2066","Sheepshead Bay/Gravesend","OFFENSES INVOLVING FRAUD",78
"2067","Sheepshead Bay/Gravesend","OTHER OFFENSES RELATED TO THEF",68
"2068","Sheepshead Bay/Gravesend","OTHER STATE LAWS",1
"2069","Sheepshead Bay/Gravesend","OTHER STATE LAWS (NON PENAL LA",15
"2070","Sheepshead Bay/Gravesend","PETIT LARCENY",6978
"2071","Sheepshead Bay/Gravesend","PETIT LARCENY OF MOTOR VEHICLE",6
"2072","Sheepshead Bay/Gravesend","POSSESSION OF STOLEN PROPERTY",60
"2073","Sheepshead Bay/Gravesend","PROSTITUTION & RELATED OFFENSES",4
"2074","Sheepshead Bay/Gravesend","RAPE",68
"2075","Sheepshead Bay/Gravesend","ROBBERY",910
"2076","Sheepshead Bay/Gravesend","SEX CRIMES",421
"2077","Sheepshead Bay/Gravesend","THEFT-FRAUD",286
"2078","Sheepshead Bay/Gravesend","UNAUTHORIZED USE OF A VEHICLE",146
"2079","Sheepshead Bay/Gravesend","VEHICLE AND TRAFFIC LAWS",676
"2080","Soundview/Parkchester","ADMINISTRATIVE CODE",215
"2081","Soundview/Parkchester","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",23
"2082","Soundview/Parkchester","ALCOHOLIC BEVERAGE CONTROL LAW",2
"2083","Soundview/Parkchester","ANTICIPATORY OFFENSES",1
"2084","Soundview/Parkchester","ARSON",137
"2085","Soundview/Parkchester","ASSAULT 3 & RELATED OFFENSES",8860
"2086","Soundview/Parkchester","BURGLAR'S TOOLS",11
"2087","Soundview/Parkchester","BURGLARY",1303
"2088","Soundview/Parkchester","CANNABIS RELATED OFFENSES",1
"2089","Soundview/Parkchester","CHILD ABANDONMENT/NON SUPPORT",1
"2090","Soundview/Parkchester","CRIMINAL MISCHIEF & RELATED OF",5979
"2091","Soundview/Parkchester","CRIMINAL TRESPASS",232
"2092","Soundview/Parkchester","DANGEROUS DRUGS",1880
"2093","Soundview/Parkchester","DANGEROUS WEAPONS",924
"2094","Soundview/Parkchester","DISORDERLY CONDUCT",2
"2095","Soundview/Parkchester","ENDAN WELFARE INCOMP",7
"2096","Soundview/Parkchester","FELONY ASSAULT",3938
"2097","Soundview/Parkchester","FELONY SEX CRIMES",2
"2098","Soundview/Parkchester","FORGERY",491
"2099","Soundview/Parkchester","FRAUDS",232
"2100","Soundview/Parkchester","FRAUDULENT ACCOSTING",1
"2101","Soundview/Parkchester","GAMBLING",8
"2102","Soundview/Parkchester","GRAND LARCENY",4442
"2103","Soundview/Parkchester","GRAND LARCENY OF MOTOR VEHICLE",1703
"2104","Soundview/Parkchester","HARRASSMENT 2",10999
"2105","Soundview/Parkchester","HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
"2106","Soundview/Parkchester","HOMICIDE-NEGLIGENT-VEHICLE",1
"2107","Soundview/Parkchester","INTOXICATED & IMPAIRED DRIVING",293
"2108","Soundview/Parkchester","KIDNAPPING & RELATED OFFENSES",24
"2109","Soundview/Parkchester","MISCELLANEOUS PENAL LAW",1412
"2110","Soundview/Parkchester","MURDER & NON-NEGL. MANSLAUGHTER",42
"2111","Soundview/Parkchester","NEW YORK CITY HEALTH CODE",1
"2112","Soundview/Parkchester","NYS LAWS-UNCLASSIFIED FELONY",69
"2113","Soundview/Parkchester","NYS LAWS-UNCLASSIFIED VIOLATION",1
"2114","Soundview/Parkchester","OFF. AGNST PUB ORD SENSBLTY &",2849
"2115","Soundview/Parkchester","OFFENSES AGAINST PUBLIC ADMINI",1343
"2116","Soundview/Parkchester","OFFENSES AGAINST PUBLIC SAFETY",13
"2117","Soundview/Parkchester","OFFENSES AGAINST THE PERSON",164
"2118","Soundview/Parkchester","OFFENSES INVOLVING FRAUD",492
"2119","Soundview/Parkchester","OTHER OFFENSES RELATED TO THEF",132
"2120","Soundview/Parkchester","OTHER STATE LAWS",1
"2121","Soundview/Parkchester","OTHER STATE LAWS (NON PENAL LA",47
"2122","Soundview/Parkchester","PETIT LARCENY",9699
"2123","Soundview/Parkchester","PETIT LARCENY OF MOTOR VEHICLE",17
"2124","Soundview/Parkchester","POSSESSION OF STOLEN PROPERTY",203
"2125","Soundview/Parkchester","PROSTITUTION & RELATED OFFENSES",12
"2126","Soundview/Parkchester","RAPE",227
"2127","Soundview/Parkchester","ROBBERY",2722
"2128","Soundview/Parkchester","SEX CRIMES",726
"2129","Soundview/Parkchester","THEFT OF SERVICES",1
"2130","Soundview/Parkchester","THEFT-FRAUD",308
"2131","Soundview/Parkchester","UNAUTHORIZED USE OF A VEHICLE",131
"2132","Soundview/Parkchester","VEHICLE AND TRAFFIC LAWS",1000
"2133","South Crown Heights","ADMINISTRATIVE CODE",113
"2134","South Crown Heights","AGRICULTURE & MRKTS LAW-UNCLASSIFIED",4
"2135","South Crown Heights","ANTICIPATORY OFFENSES",1
"2136","South Crown Heights","ARSON",36
"2137","South Crown Heights","ASSAULT 3 & RELATED OFFENSES",4035
"2138","South Crown Heights","BURGLAR'S TOOLS",9
"2139","South Crown Heights","BURGLARY",787
"2140","South Crown Heights","CRIMINAL MISCHIEF & RELATED OF",3404
"2141","South Crown Heights","CRIMINAL TRESPASS",188
"2142","South Crown Heights","DANGEROUS DRUGS",730
"2143","South Crown Heights","DANGEROUS WEAPONS",613
"2144","South Crown Heights","DISORDERLY CONDUCT",4
"2145","South Crown Heights","ENDAN WELFARE INCOMP",2
"2146","South Crown Heights","ESCAPE 3",2
"2147","South Crown Heights","FELONY ASSAULT",1936
"2148","South Crown Heights","FORGERY",584
